team1_Hero_1_Name,team1_Hero_2_Name,team1_Hero_3_Name,team1_Hero_4_Name,team1_Hero_5_Name,team1_Hero_1_Role,team1_Hero_2_Role,team1_Hero_3_Role,team1_Hero_4_Role,team1_Hero_5_Role,team1_Hero_1_Win_Rate,team1_Hero_2_Win_Rate,team1_Hero_3_Win_Rate,team1_Hero_4_Win_Rate,team1_Hero_5_Win_Rate,team1_Hero_1_Popularity,team1_Hero_2_Popularity,team1_Hero_3_Popularity,team1_Hero_4_Popularity,team1_Hero_5_Popularity,team1_Hero_1_Ban_Rate,team1_Hero_2_Ban_Rate,team1_Hero_3_Ban_Rate,team1_Hero_4_Ban_Rate,team1_Hero_5_Ban_Rate,team1_Hero_1_Scaling_Rating,team1_Hero_2_Scaling_Rating,team1_Hero_3_Scaling_Rating,team1_Hero_4_Scaling_Rating,team1_Hero_5_Scaling_Rating,team1_Hero_1_Cooldown_Rating,team1_Hero_2_Cooldown_Rating,team1_Hero_3_Cooldown_Rating,team1_Hero_4_Cooldown_Rating,team1_Hero_5_Cooldown_Rating,team1_Hero_1_Item_Dependency_Rating,team1_Hero_2_Item_Dependency_Rating,team1_Hero_3_Item_Dependency_Rating,team1_Hero_4_Item_Dependency_Rating,team1_Hero_5_Item_Dependency_Rating,team1_Hero_1_Mobility_Rating,team1_Hero_2_Mobility_Rating,team1_Hero_3_Mobility_Rating,team1_Hero_4_Mobility_Rating,team1_Hero_5_Mobility_Rating,team1_Hero_1_Crowd_Control_Rating,team1_Hero_2_Crowd_Control_Rating,team1_Hero_3_Crowd_Control_Rating,team1_Hero_4_Crowd_Control_Rating,team1_Hero_5_Crowd_Control_Rating,team1_Hero_1_Base_Stats_Growth_Rating,team1_Hero_2_Base_Stats_Growth_Rating,team1_Hero_3_Base_Stats_Growth_Rating,team1_Hero_4_Base_Stats_Growth_Rating,team1_Hero_5_Base_Stats_Growth_Rating,team1_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_1_Ultimate_Impact_Rating_Early_Game,team1_Hero_2_Ultimate_Impact_Rating_Early_Game,team1_Hero_3_Ultimate_Impact_Rating_Early_Game,team1_Hero_4_Ultimate_Impact_Rating_Early_Game,team1_Hero_5_Ultimate_Impact_Rating_Early_Game,team1_Hero_1_Ultimate_Impact_Rating_Late_Game,team1_Hero_2_Ultimate_Impact_Rating_Late_Game,team1_Hero_3_Ultimate_Impact_Rating_Late_Game,team1_Hero_4_Ultimate_Impact_Rating_Late_Game,team1_Hero_5_Ultimate_Impact_Rating_Late_Game,team1_Hero_1_Ultimate_Impact_Rating_Mid_Game,team1_Hero_2_Ultimate_Impact_Rating_Mid_Game,team1_Hero_3_Ultimate_Impact_Rating_Mid_Game,team1_Hero_4_Ultimate_Impact_Rating_Mid_Game,team1_Hero_5_Ultimate_Impact_Rating_Mid_Game,team1_Hero_1_Ultimate_Impact_Rating_Support,team1_Hero_2_Ultimate_Impact_Rating_Support,team1_Hero_3_Ultimate_Impact_Rating_Support,team1_Hero_4_Ultimate_Impact_Rating_Support,team1_Hero_5_Ultimate_Impact_Rating_Support,team1_Hero_1_Strength_Rating,team1_Hero_2_Strength_Rating,team1_Hero_3_Strength_Rating,team1_Hero_4_Strength_Rating,team1_Hero_5_Strength_Rating,team2_Hero_1_Name,team2_Hero_2_Name,team2_Hero_3_Name,team2_Hero_4_Name,team2_Hero_5_Name,team2_Hero_1_Role,team2_Hero_2_Role,team2_Hero_3_Role,team2_Hero_4_Role,team2_Hero_5_Role,team2_Hero_1_Win_Rate,team2_Hero_2_Win_Rate,team2_Hero_3_Win_Rate,team2_Hero_4_Win_Rate,team2_Hero_5_Win_Rate,team2_Hero_1_Popularity,team2_Hero_2_Popularity,team2_Hero_3_Popularity,team2_Hero_4_Popularity,team2_Hero_5_Popularity,team2_Hero_1_Ban_Rate,team2_Hero_2_Ban_Rate,team2_Hero_3_Ban_Rate,team2_Hero_4_Ban_Rate,team2_Hero_5_Ban_Rate,team2_Hero_1_Scaling_Rating,team2_Hero_2_Scaling_Rating,team2_Hero_3_Scaling_Rating,team2_Hero_4_Scaling_Rating,team2_Hero_5_Scaling_Rating,team2_Hero_1_Cooldown_Rating,team2_Hero_2_Cooldown_Rating,team2_Hero_3_Cooldown_Rating,team2_Hero_4_Cooldown_Rating,team2_Hero_5_Cooldown_Rating,team2_Hero_1_Item_Dependency_Rating,team2_Hero_2_Item_Dependency_Rating,team2_Hero_3_Item_Dependency_Rating,team2_Hero_4_Item_Dependency_Rating,team2_Hero_5_Item_Dependency_Rating,team2_Hero_1_Mobility_Rating,team2_Hero_2_Mobility_Rating,team2_Hero_3_Mobility_Rating,team2_Hero_4_Mobility_Rating,team2_Hero_5_Mobility_Rating,team2_Hero_1_Crowd_Control_Rating,team2_Hero_2_Crowd_Control_Rating,team2_Hero_3_Crowd_Control_Rating,team2_Hero_4_Crowd_Control_Rating,team2_Hero_5_Crowd_Control_Rating,team2_Hero_1_Base_Stats_Growth_Rating,team2_Hero_2_Base_Stats_Growth_Rating,team2_Hero_3_Base_Stats_Growth_Rating,team2_Hero_4_Base_Stats_Growth_Rating,team2_Hero_5_Base_Stats_Growth_Rating,team2_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_1_Ultimate_Impact_Rating_Early_Game,team2_Hero_2_Ultimate_Impact_Rating_Early_Game,team2_Hero_3_Ultimate_Impact_Rating_Early_Game,team2_Hero_4_Ultimate_Impact_Rating_Early_Game,team2_Hero_5_Ultimate_Impact_Rating_Early_Game,team2_Hero_1_Ultimate_Impact_Rating_Late_Game,team2_Hero_2_Ultimate_Impact_Rating_Late_Game,team2_Hero_3_Ultimate_Impact_Rating_Late_Game,team2_Hero_4_Ultimate_Impact_Rating_Late_Game,team2_Hero_5_Ultimate_Impact_Rating_Late_Game,team2_Hero_1_Ultimate_Impact_Rating_Mid_Game,team2_Hero_2_Ultimate_Impact_Rating_Mid_Game,team2_Hero_3_Ultimate_Impact_Rating_Mid_Game,team2_Hero_4_Ultimate_Impact_Rating_Mid_Game,team2_Hero_5_Ultimate_Impact_Rating_Mid_Game,team2_Hero_1_Ultimate_Impact_Rating_Support,team2_Hero_2_Ultimate_Impact_Rating_Support,team2_Hero_3_Ultimate_Impact_Rating_Support,team2_Hero_4_Ultimate_Impact_Rating_Support,team2_Hero_5_Ultimate_Impact_Rating_Support,team2_Hero_1_Strength_Rating,team2_Hero_2_Strength_Rating,team2_Hero_3_Strength_Rating,team2_Hero_4_Strength_Rating,team2_Hero_5_Strength_Rating,Persentase_Kemenangan_Tim_1,Persentase_Kemenangan_Tim_2,result
Fredrinn,Carmilla,Alice,Kimmy,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.82,50.11,53.88,47.56,48.74,1.27,0.64,0.39,1.64,0.28,6.59,0.21,1.38,12.28,0.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,64.2,54.45,53.2,64.9,50.44,Chou,Gloo,Vale,Beatrix,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.76,51.3,48.49,48.35,49.64,1.45,1.27,0.24,0.63,1.27,0.51,48.94,0.02,0.06,0.92,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.58,55.98,49.95,33.81,50.68,57.11622164691952,42.88377835308049,Menang
Julian,Uranus,Novaria,Hanabi,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.35,47.33,51.18,46.9,48.27,1.43,0.14,1.24,0.4,0.34,13.91,0.02,0.7,0.12,0.17,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1,38.6,62.82,41.08,32.9,Hilda,Franco,Harith,Melissa,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.76,45.74,50.93,53.4,50.65,0.5,1.72,1.33,0.62,0.2,0.27,3.51,6.49,1.46,0.09,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.55,44.27,54.23,45.37,40.2,50.32835904314778,49.67164095685223,Menang
Paquito,Kalea,Xavier,Natan,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,42.92,55.77,52.97,51.27,48.74,0.17,0.79,1.58,1.51,0.28,0.02,97.54,0.28,4.8,0.19,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.58,62.39,64.72,55.96,50.44,Guinevere,Baxia,Chang'e,Lesley,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.19,50.8,48.67,41.59,42.57,0.63,0.05,1.0,0.34,0.45,0.15,0.02,0.23,0.06,0.08,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.37,38.74,57.62,48.88,30.28,56.853234327385,43.146765672615,Menang
Arlott,Baxia,Alice,Ixia,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.69,50.8,53.88,50.93,42.57,0.28,0.05,0.39,0.33,0.45,0.07,0.02,1.38,0.11,0.08,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41,38.74,53.2,41.59,30.28,Alpha,Faramis,Cyclops,Layla,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.57,54.85,50.14,48.9,51.91,0.93,0.22,0.36,0.83,1.56,0.16,0.11,0.05,0.64,68.18,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.29,53.67,51.65,46.03,50.99,40.60449607400237,59.39550392599763,Kalah
Freya,Kaja,Valentina,Bruno,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,56.65,51.28,45.89,50.86,49.21,0.64,0.2,0.53,0.36,2.85,22.75,0.08,0.28,0.04,39.65,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.67,50.39,52.09,41.86,70.23,X.Borg,Atlas,Kadita,Layla,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.43,46.12,51.09,48.9,48.74,0.57,0.28,0.28,0.83,0.28,0.11,0.06,0.04,0.64,0.19,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.94,39.64,51.13,46.03,50.44,55.021794523560075,44.978205476439925,Menang
Paquito,Hylos,Lylia,Karrie,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,42.92,48.87,46.06,47.43,49.34,0.17,1.24,0.45,0.68,0.12,0.02,0.82,0.04,0.22,0.13,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.58,50.14,51.32,44.05,39.02,Chou,Rafaela,Lunox,Brody,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.76,48.91,50.16,51.22,48.74,1.45,0.18,0.65,1.67,0.28,0.51,0.09,0.09,4.42,0.19,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.58,39.48,44.56,55.51,50.44,46.50261674718196,53.49738325281803,Kalah
Silvanna,Kaja,Nana,Lesley,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.03,51.28,43.72,41.59,49.21,0.14,0.2,0.46,0.34,2.85,0.02,0.08,0.2,0.06,39.65,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,48.51,50.39,50.74,48.88,70.23,Fredrinn,Rafaela,Harith,Yi Sun-shin,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.82,48.91,50.93,46.64,48.74,1.27,0.18,1.33,1.37,0.28,6.59,0.09,6.49,7.37,0.19,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,64.2,39.48,54.23,51.43,50.44,51.41430003973285,48.585699960267156,Menang
Thamuz,Chip,Odette,Karrie,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,45.57,53.14,50.6,47.43,51.91,0.17,0.5,0.3,0.68,1.56,0.02,20.96,0.03,0.22,68.18,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.37,56.04,51.18,44.05,50.99,Balmond,Grock,Valentina,Hanabi,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,40.53,46.42,45.89,46.9,49.64,0.25,0.09,0.53,0.4,1.27,0.16,0.02,0.28,0.12,0.92,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.67,47.83,52.09,41.08,50.68,51.918445650842884,48.081554349157116,Menang
Lapu-Lapu,Rafaela,Kadita,Kimmy,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.11,48.91,51.09,47.56,48.74,0.2,0.18,0.28,1.64,0.28,0.01,0.09,0.04,12.28,0.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,48.83,39.48,51.13,64.9,50.44,Arlott,Franco,Zhuxin,Miya,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.69,45.74,49.6,49.61,49.64,0.28,1.72,1.21,0.56,1.27,0.07,3.51,34.61,0.37,0.92,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41,44.27,53.44,43.52,50.68,53.48599468411367,46.51400531588633,Menang
Masha,Akai,Vale,Layla,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,54.63,48.99,48.49,48.9,50.65,0.25,0.32,0.24,0.83,0.2,0.22,0.08,0.02,0.64,0.09,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.91,40.9,49.95,46.03,40.2,Aldous,Lolita,Odette,Lesley,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.08,59.25,50.6,41.59,42.57,0.18,0.22,0.3,0.34,0.45,0.06,0.28,0.03,0.06,0.08,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.93,53.0,51.18,48.88,30.28,49.40742025466476,50.59257974533524,Kalah
X.Borg,Baxia,Nana,Yi Sun-shin,Aamon,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.43,50.8,43.72,46.64,50.65,0.57,0.05,0.46,1.37,0.2,0.11,0.02,0.2,7.37,0.09,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.94,38.74,50.74,51.43,40.2,Chou,Kaja,Kagura,Claude,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.76,51.28,48.89,46.44,49.16,1.45,0.2,0.69,0.62,0.31,0.51,0.08,0.08,0.04,2.75,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.58,50.39,44.57,33.14,41.12,48.72159688839123,51.27840311160875,Kalah
Bane,Estes,Novaria,Beatrix,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.91,47.87,51.18,48.35,46.55,0.27,0.51,1.24,0.63,1.12,0.04,1.55,0.7,0.06,78.34,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.98,42.62,62.82,33.81,46.0,Cici,Atlas,Valir,Lesley,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,46.12,48.85,41.59,49.64,1.82,0.28,0.73,0.34,1.27,1.91,0.06,0.66,0.06,0.92,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.58,39.64,55.02,48.88,50.68,45.880530350280665,54.11946964971934,Kalah
Dyrroth,Barats,Zhuxin,Wanwan,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,45.06,48.25,49.6,56.31,48.06,0.28,0.11,1.21,0.73,0.82,0.04,0.03,34.61,2.19,59.41,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.32,50.58,53.44,37.41,51.56,Balmond,Rafaela,Kadita,Natan,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,40.53,48.91,51.09,51.27,42.57,0.25,0.18,0.28,1.51,0.45,0.16,0.09,0.04,4.8,0.08,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.67,39.48,51.13,55.96,30.28,51.42102459704193,48.578975402958065,Menang
Martis,Baxia,Eudora,Yi Sun-shin,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,45.72,50.8,49.87,46.64,46.94,0.24,0.05,0.45,1.37,0.45,0.04,0.02,0.61,7.37,0.87,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.12,38.74,52.52,51.43,41.67,Badang,Akai,Cecilion,Hanabi,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.24,48.99,50.0,46.9,50.86,2.68,0.32,2.84,0.4,0.3,23.6,0.08,4.34,0.12,0.26,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.83,40.9,76.83,41.08,41.28,42.758440881241036,57.24155911875896,Kalah
X.Borg,Uranus,Xavier,Ixia,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.43,47.33,52.97,50.93,46.55,0.57,0.14,1.58,0.33,1.12,0.11,0.02,0.28,0.11,78.34,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.94,38.6,64.72,41.59,46.0,Yu Zhong,Khufra,Lunox,Karrie,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.21,50.18,50.16,47.43,51.91,0.56,0.62,0.65,0.68,1.56,0.05,0.28,0.09,0.22,68.18,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.07,44.28,44.56,44.05,50.99,51.53617785142226,48.46382214857774,Menang
Sun,Gatotkaca,Luo Yi,Kimmy,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.25,52.56,49.59,47.56,46.55,0.67,1.76,0.45,1.64,1.12,0.83,1.06,0.16,12.28,78.34,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.86,66.47,54.39,64.9,46.0,Guinevere,Franco,Eudora,Lesley,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.19,45.74,49.87,41.59,49.21,0.63,1.72,0.45,0.34,2.85,0.15,3.51,0.61,0.06,39.65,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,54.37,44.27,52.52,48.88,70.23,52.44662321104706,47.55337678895293,Menang
Minsitthar,Kaja,Valir,Karrie,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.92,51.28,48.85,47.43,46.94,0.41,0.2,0.73,0.68,0.45,0.39,0.08,0.66,0.22,0.87,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.81,50.39,55.02,44.05,41.67,Freya,Gloo,Alice,Kimmy,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,56.65,51.3,53.88,47.56,50.86,0.64,1.27,0.39,1.64,0.3,22.75,48.94,1.38,12.28,0.26,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.67,55.98,53.2,64.9,41.28,44.98842614980882,55.01157385019118,Kalah
